Twitter Account,Tweet,Tweet Date,Signal Generation Date,Signal Message,Token Mentioned,Token ID,Price at Tweet,Current Price,TP1,TP2,SL,Exit Price,P&L,Max Exit Time,backtesting_done
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1911098978508144710,2025-04-12T16:47:57.000Z,2025-04-12T17:05:19.131Z,Buy,ZIG,zignaly,0.07137445429037279,0.0721823865688838,0.074,0.0758,0.0692,,,2025-04-15T17:04:55.327Z,true
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1911110341875974466,2025-04-12T17:33:06.000Z,2025-04-12T17:44:32.235Z,Buy,KERNEL,kernel-2,0,0,0.1,0.2,0.05,,,2025-04-14T12:00:00Z,false
holdersignals,https://x.com/holdersignals/status/1911125935996412194,2025-04-12T18:35:04.000Z,2025-04-12T18:42:00.118Z,Buy,ETH,ethereum,1643.5401550524653,1643.1200429072537,1800,2000,1400,,,2025-10-12T18:41:42Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911124324385447936,2025-04-12T18:28:40.000Z,2025-04-12T18:43:42.703Z,Buy,SOL,solana,129.69028371540404,130.025373988832,136,145,120,,,2025-04-19T23:59:00Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911124324385447936,2025-04-12T18:28:40.000Z,2025-04-12T18:43:57.184Z,Buy,BTC,bitcoin,84865.28425296626,84927.00076453314,87000,90000,83000,,,2025-04-14T18:43:42Z,true
CryptoWizardd,https://x.com/CryptoWizardd/status/1911131664970826206,2025-04-12T18:57:50.000Z,2025-04-12T19:03:17.227Z,Buy,ZIG,zignaly,0.07136532486807753,0.0716612984727149,0.0753,0.0788,0.0685,,,2025-04-15T23:59:59Z,true
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1911139125010546775,2025-04-12T19:27:29.000Z,2025-04-12T19:40:59.520Z,Buy,DOP,drops-ownership-power,0.0011493122104692401,0.0011493122104692401,0.0014,0.0018,0.00097,,,2025-04-14T19:40:48.173Z,true
holdersignals,https://x.com/holdersignals/status/1911137775144804395,2025-04-12T19:22:07.000Z,2025-04-12T19:42:09.663Z,Buy,STRAX,stratis,0.043199148867423,0.043864329590561045,0.0485,0.05,0.039,,,2025-04-15T23:59:59Z,true
cryptoo_doctor,https://x.com/Vivek4real_/status/1911141130898460765,2025-04-12T19:35:27.000Z,2025-04-12T19:46:10.338Z,Buy,BTC,bitcoin,84995.33279165234,84968.39001647837,87000,92000,80000,,,2025-04-15T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1911148436810027465,2025-04-12T20:04:29.000Z,2025-04-12T20:04:56.948Z,Buy,LGCT,legacy-token,2.039753548209791,2.039753548209791,4,5,1.8,,,2025-04-19T20:04:46Z,true
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1911154350296273012,2025-04-12T20:27:59.000Z,2025-04-12T20:46:29.072Z,Buy,TALK,talken,0.009540986324912657,0.009563341986429136,0.0105,0.0115,0.0091,,,2025-04-15T23:59:59Z,true
Steve_Cryptoo,https://x.com/CryptoWizardd/status/1911131664970826206,2025-04-12T18:57:50.000Z,2025-04-12T21:25:21.435Z,Buy,ZIG,zignaly,0.07136532486807753,0.0710368000434057,0.0781,0.0852,0.0675,,,2025-04-19T23:59:59Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911222939590214099,2025-04-13T01:00:32.000Z,2025-04-13T01:23:37.780Z,Buy,BIG,big,0.004627129806453071,0.004619716563211354,0.0055,0.0069,0.0039,,,2025-04-15T23:59:59Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911244519053640107,2025-04-13T02:26:17.000Z,2025-04-13T02:43:42.759Z,Sell,BIG,big,0.004545823602724012,0.004544918305787198,0.0048,0.0052,0.0043,,,2025-04-13T23:59:59Z,true
holdersignals,https://x.com/holdersignals/status/1911328033639743648,2025-04-13T07:58:08.000Z,2025-04-13T08:22:10.973Z,Hold,LISTA,lista,0.19343907670210175,0.18119778667020017,0.1934,0.2,0.175,,,2025-04-13T20:22:02Z,false
aixbt_agent,https://x.com/aixbt_agent/status/1911342742929838319,2025-04-13T08:56:35.000Z,2025-04-13T09:04:05.882Z,Buy,BTC,bitcoin,84585.13863461434,84621.51612099985,85500,87250,83000,,,2025-04-15T09:03:48Z,true
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1911449311692624246,2025-04-13T16:00:03.000Z,2025-04-14T09:02:03.110Z,Buy,COS,contentos,0.0034265603947884545,0.0030001856092184763,0.0034,0.0036,0.0028,,,2025-04-21T09:01:38.337Z,false
holdersignals,https://x.com/holdersignals/status/1911627913268797917,2025-04-14T03:49:45.000Z,2025-04-14T09:03:39.726Z,Buy,LISTA,lista,0.178891018906352,0.17064696966196755,0.1877,0.2047,0.15,,,2025-04-15T09:00:00Z,true
holdersignals,https://x.com/holdersignals/status/1911627913268797917,2025-04-14T03:49:45.000Z,2025-04-14T09:04:11.182Z,Buy,FUN,funfair,0.00740930396386647,0.00787525882362899,0.0095,0.0102,0.007,,,2025-04-16T09:03:42Z,true
holdersignals,https://x.com/holdersignals/status/1911614163631087725,2025-04-14T02:55:07.000Z,2025-04-14T09:04:26.061Z,Buy,FUN,funfair,0.007740200323034065,0.00787525882362899,0.008,0.0082,0.0075,,,2025-04-15T09:04:12Z,true
holdersignals,https://x.com/holdersignals/status/1911501613396525379,2025-04-13T19:27:53.000Z,2025-04-14T09:04:52.271Z,Sell,OM,mantra-dao,0.7336173648170907,0.6736356180670945,0.6,0.55,0.72,,,2025-04-16T09:04:26.078Z,false
holdersignals,https://x.com/holdersignals/status/1911501613396525379,2025-04-13T19:27:53.000Z,2025-04-14T09:05:15.506Z,Buy,FUN,funfair,0.006976501849912632,0.00787525882362899,0.0087,0.0095,0.0075,,,2025-04-16T09:04:52.280Z,false
CryptoWizardd,https://x.com/Crypto_Alch/status/1911681080517669015,2025-04-14T07:21:01.000Z,2025-04-14T09:06:35.690Z,Buy,LNQ,linqai,0.03295164639611034,0.0349544527472505,0.0419,0.0489,0.0315,,,2026-04-14T09:06:14Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911531031456620965,2025-04-13T21:24:47.000Z,2025-04-14T09:07:15.072Z,Sell,OM,mantra-dao,0.9936458567374974,0.6725178390668991,0.5,0.38,0.8,,,2025-04-15T09:06:56.481Z,false
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911584665695113459,2025-04-14T00:57:54.000Z,2025-04-14T09:08:14.983Z,Hold,BTC,bitcoin,84481.36402568908,84759.51215629985,90000,75000,74000,,,2025-07-31T23:59:59Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911585250267869551,2025-04-14T01:00:13.000Z,2025-04-14T09:08:38.178Z,Buy,BTC,bitcoin,84481.36402568908,84759.51215629985,89000,91000,82500,,,2025-04-16T23:59:59Z,true
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1911528467784417521,2025-04-13T21:14:35.000Z,2025-04-14T09:09:16.363Z,Sell,OM,mantra-dao,1.0022945448425837,0.672303124036903,0.5,0.3,0.75,,,2025-04-16T09:08:58.081Z,false
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1911528467784417521,2025-04-13T21:14:35.000Z,2025-04-14T09:09:59.169Z,Buy,AUTOS,autosingle,0.0013059471844327128,0.0013056516845322713,0.002,0.0028,0.001,,,2025-04-16T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1911690890608832959,2025-04-14T08:00:00.000Z,2025-04-14T09:10:36.338Z,Buy,SPX,spx6900,0.5216609276805465,0.5126608599535325,1.2,1.25,0.49,,,2025-04-15T09:10:16.324Z,true
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1911387711828558038,2025-04-13T11:55:17.000Z,2025-04-14T09:11:04.421Z,Buy,KERNEL,kernel-2,0,0,0.15,0.3,0.075,,,2025-04-16T09:10:48Z,false
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1911685920538927350,2025-04-14T07:40:15.000Z,2025-04-14T09:11:57.767Z,Buy,NPC,npc,0.00001737902909281606,0.000017603666273528537,0.0000211,0.0000264,0.0000158,,,2025-04-15T09:11:40.884Z,true
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1911685920538927350,2025-04-14T07:40:15.000Z,2025-04-14T09:12:11.386Z,Buy,NPC,non-playable-coin,0.014023128105446233,0.01400990271803881,0.0145,0.015,0.0135,,,2025-04-15T09:12:00Z,true
cryptoo_doctor,https://x.com/aixbt_agent/status/1911531031456620965,2025-04-13T21:24:47.000Z,2025-04-14T09:12:28.170Z,Sell,OM,mantra-dao,0.9936458567374974,0.6741167977675199,0.5,0.4,0.8,,,2025-04-15T09:12:14Z,false
AltcoinLevi,https://x.com/AltcoinLevi/status/1911474516317925715,2025-04-13T17:40:12.000Z,2025-04-14T09:13:25.639Z,Buy,NPC,npc,0.000017396387682154924,0.000017603666273528537,0.000022,0.000025,0.000015,,,2025-04-28T09:12:39.744Z,true
AltcoinLevi,https://x.com/AltcoinLevi/status/1911474516317925715,2025-04-13T17:40:12.000Z,2025-04-14T09:13:50.919Z,Buy,NPC,non-playable-coin,0.014364663606859394,0.01400990271803881,0.0165,0.0211,0.012,,,2025-05-14T09:13:25Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1911706743236903101,2025-04-14T09:03:00.000Z,2025-04-14T09:21:16.241Z,Buy,BTC,bitcoin,84723.07963389653,84813.23737962234,86000,88000,82500,,,2025-04-14T23:59:59Z,true
CryptoWizardd,https://x.com/CryptoWizardd/status/1911522359586009094,2025-04-13T20:50:19.000Z,2025-04-14T09:22:31.524Z,Buy,CPOOL,clearpool,0.13251664667646734,0.13898735474192975,0.15,0.18,0.13,,,2025-04-16T23:59:59Z,true
KAPOTHEGOAT01,https://x.com/KAPOTHEGOAT01/status/1911718501556875515,2025-04-14T09:49:43.000Z,2025-04-14T10:01:07.035Z,Buy,DEXTF,dextf,0.12393802306178867,0.12420610039247039,0.149,0.1615,0.1118,,,2025-04-21T10:00:00Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911731071651352663,2025-04-14T10:39:40.000Z,2025-04-14T10:42:34.784Z,Hold,RFC,royal-finance-coin,0.006452932724922308,0.006452932724922308,0.007,0.008,0.005,,,2025-04-17T10:42:13Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911728692327227447,2025-04-14T10:30:13.000Z,2025-04-14T10:43:19.858Z,Buy,POPCAT,popcat,0.2597092650765686,0.2594373256961978,0.35,0.5982,0.2,,,2025-04-21T10:43:04Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911728692327227447,2025-04-14T10:30:13.000Z,2025-04-14T10:43:49.769Z,Buy,GUN,gunz,0.05500765212087865,0.054561166453850334,0.06,0.07,0.05,,,2025-04-16T10:43:19Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911728692327227447,2025-04-14T10:30:13.000Z,2025-04-14T10:44:08.239Z,Buy,PROMPT,wayfinder,0.4348932182698627,0.4371516527479773,0.45,0.47,0.42,,,2025-04-15T10:43:49Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911728692327227447,2025-04-14T10:30:13.000Z,2025-04-14T10:44:23.908Z,Buy,PUMP,pump,0.02924060897323821,0.02924060897323821,0.0321,0.035,0.0275,,,2025-04-15T10:44:08.249Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911733841016082600,2025-04-14T10:50:40.000Z,2025-04-14T11:02:20.458Z,Buy,SOL,solana,133.6548776171051,133.7445350622368,138,142.5,128,,,2025-04-21T11:02:03.194Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911733841016082600,2025-04-14T10:50:40.000Z,2025-04-14T11:02:42.142Z,Sell,ETH,ethereum,1674.9176360493045,1678.8598893430042,1600,1550,1700,,,2025-04-16T11:02:20Z,false
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911735494821491009,2025-04-14T10:57:14.000Z,2025-04-14T11:03:32.922Z,Buy,BTC,bitcoin,84712.26808370865,84690.08546484189,86000,90000,78000,,,2025-04-28T23:59:59Z,true
dippy_eth,https://x.com/dippy_eth/status/1911740529638879242,2025-04-14T11:17:15.000Z,2025-04-14T11:23:28.325Z,Buy,ALCH,alchemist-ai,0.13730431410057697,0.14161225259004048,0.25,0.3,0.125,,,2025-04-17T11:22:48.753Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1911747513238847655,2025-04-14T11:45:00.000Z,2025-04-14T12:01:26.400Z,Buy,BTC,bitcoin,84832.19933632905,84867.88375687077,87800,89500,83200,,,2025-04-16T12:00:00Z,true
CryptoDona7,https://x.com/CryptoDona7/status/1911755281626734933,2025-04-14T12:15:52.000Z,2025-04-14T12:21:39.954Z,Sell,OM,mantra-dao,0.7282406747171725,0.727922895529607,0.8,1,0.7,,,2025-04-15T23:59:59Z,true
CryptoDona7,https://x.com/CryptoDona7/status/1911755281626734933,2025-04-14T12:15:52.000Z,2025-04-14T12:22:00.968Z,Buy,CPOOL,clearpool,0.14170949728487214,0.1421688651098162,0.16,0.17,0.13,,,2025-04-16T12:21:42Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1911763908794421396,2025-04-14T12:50:09.000Z,2025-04-14T13:01:19.409Z,Hold,USDT,tether,0.999864939925089,0.999866129438452,1,1.0002,0.9998,,,2025-04-15T13:01:03.920Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911767626524795339,2025-04-14T13:04:55.000Z,2025-04-14T13:22:24.442Z,Buy,AAVE,aave,145.43056873847846,145.46400196150674,152.73,160.01,138.19,,,2025-04-21T13:22:04.184Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911767626524795339,2025-04-14T13:04:55.000Z,2025-04-14T13:22:45.587Z,Buy,PENDLE,pendle,3.3226775982449768,3.303523998826427,4.1,5.55,3,,,2025-04-30T23:59:59Z,false
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1911775299492082026,2025-04-14T13:35:25.000Z,2025-04-14T13:43:36.222Z,Buy,NPC,npc,0.00001748878154961878,0.00001746561553438163,0.0000175,0.000018,0.0000173,,,2025-04-15T13:43:16Z,true
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1911775299492082026,2025-04-14T13:35:25.000Z,2025-04-14T13:44:14.808Z,Buy,NPC,non-playable-coin,0.014871719005473665,0.014770798445323648,0.0165,0.017,0.014,,,2025-04-15T13:43:36Z,true
CryptoDona7,https://x.com/CryptoDona7/status/1911780152398270882,2025-04-14T13:54:42.000Z,2025-04-14T14:01:56.130Z,Buy,NAKA,nakamoto-games,0.3059390470047633,0.3053229595691148,0.35,0.4,0.25,,,2025-04-28T14:01:33.718Z,true
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1911778438350016744,2025-04-14T13:47:53.000Z,2025-04-14T14:04:40.560Z,Buy,HYPE,hyperliquid,15.881200078785927,15.893156694015836,17.04,17.74,15.4,,,2025-04-18T23:59:59Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1911790295387160750,2025-04-14T14:35:00.000Z,2025-04-14T14:41:31.309Z,Buy,BTC,bitcoin,84921.1064620451,84983.54244273427,84996,86000,82000,,,2025-04-15T14:41:06.738Z,true
BenjiGanar,https://x.com/BenjiGanar/status/1911795239649419738,2025-04-14T14:54:39.000Z,2025-04-14T15:03:25.619Z,Sell,HOMO,homo-memetus,0.0009275143360097764,0.0008345240333154617,0.0009,0.0007,0.001,,,2025-04-14T18:00:00Z,false
aixbt_agent,https://x.com/aixbt_agent/status/1911804293495333040,2025-04-14T15:30:37.000Z,2025-04-14T15:44:21.160Z,Buy,KERNEL,kernel-2,0.3218105933255986,0.32021566968822046,0.35,0.38,0.3,,,2025-04-16T15:44:05Z,true
holdersignals,https://x.com/holdersignals/status/1911809208703394280,2025-04-14T15:50:09.000Z,2025-04-14T16:01:29.462Z,Buy,RAY,raydium,2.0137808959441754,1.999022713345773,3.5,4,1.75,,,2025-04-21T16:01:10.715Z,true
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1911810343879467296,2025-04-14T15:54:40.000Z,2025-04-14T16:04:09.875Z,Sell,OM,mantra-dao,0.5555388222789495,0.5391176651738792,0.6,0.4,0.7,,,2025-04-16T16:03:53.900Z,false
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1911810343879467296,2025-04-14T15:54:40.000Z,2025-04-14T16:04:29.733Z,Buy,BTC,bitcoin,84107.21103769999,84158.074707306,86215,89505,81200,,,2025-04-16T16:04:09.885Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911815229945905185,2025-04-14T16:14:05.000Z,2025-04-14T16:22:24.147Z,Hold,BTC,bitcoin,84094.90340510152,84208.6478336468,86000,88000,81000,,,2025-04-14T23:59:59Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911816407643287954,2025-04-14T16:18:46.000Z,2025-04-14T16:23:10.578Z,Buy,BTC,bitcoin,84208.6478336468,84208.6478336468,85500,89505,83100,,,2025-04-16T16:22:47.783Z,true
KAPOTHEGOAT01,https://x.com/KAPOTHEGOAT01/status/1911820944106025274,2025-04-14T16:36:47.000Z,2025-04-14T16:41:09.805Z,Buy,ZIG,zignaly,0.0719440700137475,0.07185556120075241,0.085,0.1,0.065,,,2025-04-30T23:59:59Z,false
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1911827397780849111,2025-04-14T17:02:26.000Z,2025-04-14T17:03:52.071Z,Buy,VELO,velo,0.012561437192809511,0.012561437192809511,0.014,0.015,0.0115,,,2025-04-30T23:59:59Z,true
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1911837181381058917,2025-04-14T17:41:18.000Z,2025-04-14T17:44:18.289Z,Buy,TALK,talken,0.009844533829934965,0.009844533829934965,0.0148,0.0197,0.0079,,,2025-04-16T17:44:03.444Z,true
CryptoWizardd,https://x.com/In4Crypto/status/1911797549838598399,2025-04-14T15:03:50.000Z,2025-04-14T19:42:13.316Z,Sell,ZEC,zcash,32.78509963746821,32.265872981472995,30,28.5,33,,,2025-04-16T19:42:01.395Z,false
aixbt_agent,https://x.com/aixbt_agent/status/1911866998293958807,2025-04-14T19:39:47.000Z,2025-04-14T19:42:40.391Z,Buy,SOL,solana,131.39906541660022,131.39906541660022,137,151,125,,,2025-04-18T23:59:59Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1911866998293958807,2025-04-14T19:39:47.000Z,2025-04-14T19:42:55.819Z,Hold,ETH,ethereum,1639.945070475471,1639.945070475471,1700,1800,1400,,,2025-04-16T23:59:59Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1911913607496945830,2025-04-14T22:45:00.000Z,2025-04-14T23:00:46.585Z,Buy,SOL,solana,129.52881992803262,129.56774936451149,135,140.9,125,,,2025-04-17T23:00:00Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911914932985069817,2025-04-14T22:50:16.000Z,2025-04-14T23:03:43.504Z,Buy,PROMPT,wayfinder,0.3660426958952113,0.36328861920799943,0.3815,0.3996,0.3269,,,2025-04-17T23:59:59Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911914932985069817,2025-04-14T22:50:16.000Z,2025-04-14T23:03:58.625Z,Buy,FHE,mind-network,0.06135602992046671,0.061273077519288066,0.0644,0.0674,0.0582,,,2025-04-17T23:03:43Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911914932985069817,2025-04-14T22:50:16.000Z,2025-04-14T23:04:12.288Z,Buy,BABY,baby,8.335652475875396e-8,8.379260704776481e-8,9.217e-8,1.0057e-7,7.541e-8,,,2025-04-16T23:03:58Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911914932985069817,2025-04-14T22:50:16.000Z,2025-04-14T23:04:25.444Z,Buy,PUMP,pump,0.029695015883156678,0.029695015883156678,0.035,0.042,0.025,,,2025-04-15T11:04:12Z,true
cryptoo_doctor,https://x.com/joshj100x/status/1911930589315477815,2025-04-14T23:52:29.000Z,2025-04-15T00:41:53.677Z,Hold,BTC,bitcoin,84515.22640755415,84690.83955660119,78065,86215,88958,,,2025-04-18T00:00:00Z,false
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1911945444176830800,2025-04-15T00:51:30.000Z,2025-04-15T01:03:07.748Z,Buy,HYPE,hyperliquid,15.84894440553393,15.87241304325445,16.8,18.5,13.5,,,2025-04-30T23:59:59Z,true
cryptostasher,https://x.com/cryptostasher/status/1912058485941973054,2025-04-15T08:20:42.000Z,2025-04-15T08:40:43.415Z,Buy,ETH,ethereum,1645.3270426262366,1641.7143482517565,1800,2000,1500,,,2025-04-22T08:40:21.450Z,true
cryptostasher,https://x.com/cryptostasher/status/1912058485941973054,2025-04-15T08:20:42.000Z,2025-04-15T08:40:59.336Z,Hold,BTC,bitcoin,85895.43419306271,85811.83769824982,86500,87500,84500,,,2025-04-17T08:40:43.427Z,true
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1912058938813792471,2025-04-15T08:22:30.000Z,2025-04-15T08:41:51.545Z,Buy,LNQ,linqai,0.03650000898310441,0.03651822227374514,0.05,0.1,0.03,,,2025-05-11T23:59:59Z,false
RiddlerDeFi,https://x.com/CryptoMichNL/status/1912059235241705849,2025-04-15T08:23:40.000Z,2025-04-15T10:04:27.373Z,Buy,BTC,bitcoin,85902.50671976144,85919.04612195076,87000,90000,82000,,,2025-04-30T23:59:59Z,true
holdersignals,https://x.com/holdersignals/status/1912084191933763887,2025-04-15T10:02:50.000Z,2025-04-15T10:21:31.724Z,Buy,SLF,self-chain,0.21248438665293073,0.21479350710494213,0.2733,0.4452,0.2,,,2025-04-22T10:21:14Z,true
CryptoWizardd,https://x.com/CryptoWizardd/status/1912092394947817660,2025-04-15T10:35:26.000Z,2025-04-15T10:42:21.069Z,Sell,OM,mantra-dao,0.5878429013490624,0.6061321915824602,0.38,0.4565,0.7057,,,2025-04-17T10:42:06.967Z,false
CryptoWizardd,https://x.com/CryptoWizardd/status/1912092394947817660,2025-04-15T10:35:26.000Z,2025-04-15T10:42:34.243Z,Sell,AERGO,aergo,0.4075144970883336,0.40911400608882137,0.4,0.38,0.42,,,2025-04-16T10:42:21.088Z,false
aixbt_agent,https://x.com/aixbt_agent/status/1912097004030964185,2025-04-15T10:53:45.000Z,2025-04-15T11:02:33.277Z,Buy,BTC,bitcoin,85588.53304459571,85619.32312362212,88000,90000,82000,,,2025-04-22T11:02:17Z,true
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1912107225952157883,2025-04-15T11:34:22.000Z,2025-04-15T11:43:27.859Z,Buy,ASTRA,astraai,0.7016030933522985,0.6915693182318116,0.75,0.85,0.657,,,2025-04-22T11:43:04.363Z,true
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1912105726584987757,2025-04-15T11:28:25.000Z,2025-04-15T11:44:16.731Z,Hold,VELO,velo,0.012702404509656677,0.012836970128036876,0.014,0.015,0.0115,,,2025-04-22T11:44:00Z,true
holdersignals,https://x.com/holdersignals/status/1912125567115411676,2025-04-15T12:47:15.000Z,2025-04-15T13:02:24.825Z,Buy,SLF,self-chain,0.20999390393790027,0.21026555531670502,0.225,0.24,0.195,,,2025-04-16T13:02:12Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1912130034200121701,2025-04-15T13:05:00.000Z,2025-04-15T13:21:23.743Z,Buy,BTC,bitcoin,85768.61720228985,85754.51837493788,86500,87000,84000,,,2025-04-16T13:21:07.378Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1912134886325944666,2025-04-15T13:24:17.000Z,2025-04-15T13:43:06.746Z,Buy,POPCAT,popcat,0.25345302233503797,0.25738441700024,0.27,0.3,0.24,,,2025-04-16T13:42:39Z,true
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1912142725899784358,2025-04-15T13:55:26.000Z,2025-04-15T14:04:10.576Z,Hold,S,s,1.1476491965562728e-10,1.1476491965562728e-10,0,0,,,,2025-04-22T14:03:50.615Z,false
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1912144082400600359,2025-04-15T14:00:49.000Z,2025-04-15T14:21:03.014Z,Buy,ZIG,zignaly,0.07490980064346416,0.07467226024475673,0.082,0.089,0.07,,,2025-04-20T23:59:59Z,true
CryptoDona7,https://x.com/CryptoDona7/status/1912148803148267794,2025-04-15T14:19:35.000Z,2025-04-15T14:22:07.199Z,Buy,WOO,woo-network,0.05972857330573842,0.05972857330573842,0.06,0.065,0.0537,,,2025-07-31T23:59:59Z,true
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1912146522440876220,2025-04-15T14:10:31.000Z,2025-04-15T14:23:42.661Z,Buy,BTC,bitcoin,85706.81926263556,85744.3311558509,87500,90000,80000,,,2025-04-18T14:23:17.615Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1912153736543392182,2025-04-15T14:39:11.000Z,2025-04-15T14:42:19.559Z,Buy,SOL,solana,130.54854368302023,130.54854368302023,143.6,150,120,,,2025-04-22T14:42:04.232Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1912163190416327063,2025-04-15T15:16:45.000Z,2025-04-15T15:21:21.615Z,Hold,BTC,bitcoin,85203.55222015304,85219.30912194928,86000,87000,84500,,,2025-04-16T15:00:00Z,true
CryptoDona7,https://x.com/CryptoDona7/status/1912161864705777845,2025-04-15T15:11:29.000Z,2025-04-15T15:22:02.051Z,Buy,TAO,bittensor,236.66622874520982,237.72929581622924,356.84,400,213.44,,,2025-12-31T23:59:59Z,true
fatpigsignals,https://x.com/fatpigsignals/status/1912159850118660448,2025-04-15T15:03:29.000Z,2025-04-15T15:22:32.599Z,Buy,BTC,bitcoin,85196.52851347838,85219.30912194928,87785,90000,75000,,,2025-04-22T15:22:17Z,true
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1912168651895259502,2025-04-15T15:38:27.000Z,2025-04-15T15:44:13.709Z,Buy,BTC,bitcoin,85172.6171032829,85064.83881141344,90000,95000,73000,,,2025-04-22T15:43:56Z,true
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1912183832196919520,2025-04-15T16:38:46.000Z,2025-04-15T16:42:57.669Z,Buy,S,s,1.1476491965562728e-10,1.1476491965562728e-10,1.72e-10,2.29e-10,8.61e-11,,,2025-08-15T16:42:37.522Z,false
CryptoSlate,https://x.com/CryptoSlate/status/1912194097487778248,2025-04-15T17:19:34.000Z,2025-04-15T17:21:21.686Z,Buy,OM,mantra-dao,0.8240128973210623,0.8244706571139285,0.8657,0.9069,0.7833,,,2025-04-15T23:59:59Z,true
CryptoSlate,https://x.com/CryptoSlate/status/1912194097487778248,2025-04-15T17:19:34.000Z,2025-04-15T17:22:08.466Z,Buy,IP,story-2,0.00003086678620099714,0.00003086678620099714,0.00003858,0.00004013,0.00002778,,,2025-04-15T23:59:59Z,true
CryptoDona7,https://x.com/CryptoDona7/status/1912202189394833665,2025-04-15T17:51:43.000Z,2025-04-15T18:01:39.905Z,Buy,CNCT,coinecta,0.00029802641278953233,0.00029802641278953233,0.0006,0.0009,0.0002,,,2025-04-29T18:01:27.053Z,false
CryptoDona7,https://x.com/CryptoDona7/status/1912202189394833665,2025-04-15T17:51:43.000Z,2025-04-15T18:01:53.347Z,Buy,CNCT,connect-2,0.011642269287328678,0.011873423288251571,0.0178,0.0237,0.0113,,,2025-04-22T18:01:39.914Z,true
CryptoDona7,https://x.com/KingAce_Crypto/status/1912212189399699949,2025-04-15T18:31:27.000Z,2025-04-15T18:41:48.208Z,Buy,CNCT,coinecta,0.00029802641278953233,0.00029802641278953233,0.00045,0.0006,0.00024,,,2025-04-17T18:41:36Z,true
aixbt_agent,https://x.com/aixbt_agent/status/1912241340924207374,2025-04-15T20:27:18.000Z,2025-04-15T20:42:52.329Z,Buy,SOL,solana,128.0834483381705,128.2105886039605,135,145,124,,,2025-04-18T23:59:59Z,true
