Twitter Account,Tweet,Tweet Date,Signal Generation Date,Signal Message,Token Mentioned,Token ID,Price at Tweet,Current Price,TP1,TP2,SL,Exit Price,P&L,Exit Price (Trailing Stop),P&L (Trailing Stop),Exit Price (SMA10),P&L (SMA10),Exit Price (SMA20),P&L (SMA20),Exit Price (EMA10),P&L (EMA10),Exit Price (EMA20),P&L (EMA20),,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1903765741964566923,2025-03-23T11:08:17.000Z,2025-03-23T15:00:55.303Z,Buy,IMX,immutable-x,0.601261237,0.601261237,0.65,0.7,0.55,0.645824386,7.41%,0.645824386,7.41%,0.631559489,5.04%,0.631559489,5.04%,0.583132753,-3.02%,0.583132753,-3.02%,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903778348943233065,2025-03-23T11:58:23.000Z,2025-03-23T15:01:31.804Z,Hold,BTC,bitcoin,83793.30854,83793.30854,85000,88000,74000,85137.62392,1.60%,84359.46916,0.68%,84359.46916,0.68%,84359.46916,0.68%,84359.46916,0.68%,84359.46916,0.68%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1903742449853370768,2025-03-23T09:35:44.000Z,2025-03-23T15:01:51.416Z,Buy,CLIZA,cliza,0.004718337,0.004718337,0.0185,0.074,0.0037,0.0037,-21.58%,0.0037,-21.58%,0.0037,-21.58%,0.0037,-21.58%,0.0037,-21.58%,0.0037,-21.58%,,,,,,,,,,,,,,
BenjiGanar,https://x.com/BenjiGanar/status/1903777411398828231,2025-03-23T11:54:40.000Z,2025-03-23T15:02:10.159Z,Buy,FARTCOIN,fartcoin,0.441854593,0.441854593,0.486,0.53,0.4,0.520459679,17.79%,0.520459679,17.79%,0.520459679,17.79%,0.520459679,17.79%,0.468063383,5.93%,0.468063383,5.93%,,,,,,,,,,,,,,
BenjiGanar,https://x.com/BenjiGanar/status/1903777411398828231,2025-03-23T11:54:40.000Z,2025-03-23T15:02:18.532Z,Hold,VIRTUAL,virtual-protocol,0.720384705,0.720384705,0.75,0.78,0.65,0.748561452,3.91%,0.748561452,3.91%,0.748561452,3.91%,0.748561452,3.91%,0.748561452,3.91%,0.740492046,2.79%,,,,,,,,,,,,,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1903771013847896473,2025-03-23T11:29:14.000Z,2025-03-23T15:02:41.597Z,Buy,NPC,npc,1.47188E-05,1.47188E-05,0.000015,0.0001,0.000014,1.54736E-05,5.13%,1.54736E-05,5.13%,1.54736E-05,5.13%,1.54736E-05,5.13%,1.41385E-05,-3.94%,1.41385E-05,-3.94%,,,,,,,,,,,,,,
cryptostasher,https://x.com/cryptostasher/status/1904214840497078422,2025-03-24T16:52:51.000Z,2025-03-25T09:00:15.078Z,Buy,AUTOS,cryptoautos,0.017428341,0.017996037,0.060549,0.08,0.016,0.019152108,9.89%,0.017969204,3.10%,0.017969204,3.10%,0.017969204,3.10%,0.017969204,3.10%,0.017969204,3.10%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904225672564019276,2025-03-24T17:35:53.000Z,2025-03-25T09:00:44.581Z,Buy,DOAI,dojo-protocol,0.001107543,0.00151148,0.003,0.015,0.0011,0.001174235,6.02%,0.0011,-0.68%,0.0011,-0.68%,0.0011,-0.68%,0.0011,-0.68%,0.0011,-0.68%,,,,,,,,,,,,,,
KAPOTHEGOAT01,https://x.com/KAPOTHEGOAT01/status/1904134608850931781,2025-03-24T11:34:02.000Z,2025-03-25T09:01:05.160Z,Buy,DEXTF,dextf,0.168679408,0.184151604,0.22,0.26,0.166,0.226860527,34.49%,0.210586181,24.84%,0.207760279,23.17%,0.207760279,23.17%,0.207760279,23.17%,0.207760279,23.17%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1904390284449845508,2025-03-25T04:30:00.000Z,2025-03-25T09:01:20.047Z,Buy,BTC,bitcoin,87327.7297,87327.7297,88750,90000,85633,85633,-1.94%,85633,-1.94%,85633,-1.94%,85633,-1.94%,85633,-1.94%,85633,-1.94%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1904352536657813708,2025-03-25T02:00:00.000Z,2025-03-25T09:01:50.776Z,Buy,BTC,bitcoin,87327.7297,87327.7297,88800,91000,84000,85137.62392,-2.51%,84000,-3.81%,84000,-3.81%,84000,-3.81%,84000,-3.81%,84000,-3.81%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1904352536657813708,2025-03-25T02:00:00.000Z,2025-03-25T09:02:03.158Z,Buy,SOL,solana,140.5793688,140.5793688,150,160,135,135,-3.97%,135,-3.97%,135,-3.97%,135,-3.97%,135,-3.97%,135,-3.97%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1904286196626513998,2025-03-24T21:36:23.000Z,2025-03-25T09:02:31.906Z,Buy,EOS,eos,0.561313902,0.570718782,0.6,0.64,0.55,0.57938182,3.22%,0.576260217,2.66%,0.576260217,2.66%,0.576260217,2.66%,0.576260217,2.66%,0.576260217,2.66%,,,,,,,,,,,,,,
holdersignals,https://x.com/MacroCRG/status/1904220697846509580,2025-03-24T17:16:07.000Z,2025-03-25T09:02:44.269Z,Buy,ANYONE,airtor-protocol,0.368193767,0.407654355,0.45,0.5,0.35,0.380810695,3.43%,0.360383125,-2.12%,0.360383125,-2.12%,0.360383125,-2.12%,0.360383125,-2.12%,0.360383125,-2.12%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1904209661425066402,2025-03-24T16:32:16.000Z,2025-03-25T09:02:57.651Z,Buy,TON,the-open-network,3.677542584,3.658521921,4.38,4.75,3.4,4.000109428,8.77%,3.758662207,2.21%,3.758662207,2.21%,3.758662207,2.21%,3.758662207,2.21%,3.758662207,2.21%,,,,,,,,,,,,,,
fatpigsignals,https://x.com/fatpigsignals/status/1904210763834613825,2025-03-24T16:36:39.000Z,2025-03-25T09:03:37.293Z,Buy,ETH,ethereum,2001.047023,2077.739326,2200,2500,1950,1950,-2.55%,1950,-2.55%,1950,-2.55%,1950,-2.55%,1950,-2.55%,1950,-2.55%,,,,,,,,,,,,,,
fatpigsignals,https://x.com/fatpigsignals/status/1904204947605864793,2025-03-24T16:13:32.000Z,2025-03-25T09:03:54.332Z,Buy,BTC,bitcoin,85787.70915,87327.7297,90000,94000,84000,85137.62392,-0.76%,84000,-2.08%,84000,-2.08%,84000,-2.08%,84000,-2.08%,84000,-2.08%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/SatoshiFlipper/status/1904201446859354192,2025-03-24T15:59:37.000Z,2025-03-25T09:04:11.149Z,Buy,LNQ,linqai,0.032784286,0.040828043,0.046,0.052,0.032,0.034498755,5.23%,0.03359332,2.47%,0.03359332,2.47%,0.03359332,2.47%,0.03359332,2.47%,0.03359332,2.47%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/CryptoWizardd/status/1904302194859323618,2025-03-24T22:39:58.000Z,2025-03-25T09:04:41.910Z,Buy,WOO,woo-network,0.089020181,0.094438258,0.12,0.13,0.085,0.085956324,-3.44%,0.085,-4.52%,0.085,-4.52%,0.085,-4.52%,0.085,-4.52%,0.085,-4.52%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1904399905726292241,2025-03-25T05:08:14.000Z,2025-03-25T09:05:00.368Z,Buy,SOL,solana,140.5793688,140.5793688,160,170,125,131.5995148,-6.39%,128.138812,-8.85%,128.138812,-8.85%,128.138812,-8.85%,128.138812,-8.85%,128.138812,-8.85%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1904248449983201536,2025-03-24T19:06:24.000Z,2025-03-25T09:05:37.835Z,Buy,ICP,internet-computer,5.839841313,6.039679196,7.92,20.96,5.6,5.710650753,-2.21%,5.6,-4.11%,5.6,-4.11%,5.6,-4.11%,5.6,-4.11%,5.6,-4.11%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1904248449983201536,2025-03-24T19:06:24.000Z,2025-03-25T09:05:59.268Z,Buy,HBAR,hedera-hashgraph,0.185531623,0.192501662,0.2,0.215,0.178,0.183530207,-1.08%,0.178616513,-3.73%,0.178616513,-3.73%,0.178616513,-3.73%,0.178616513,-3.73%,0.178616513,-3.73%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1904248449983201536,2025-03-24T19:06:24.000Z,2025-03-25T09:06:17.881Z,Buy,XRP,ripple,2.435893782,2.446786239,2.53,2.8,2.35,2.35,-3.53%,2.35,-3.53%,2.35,-3.53%,2.35,-3.53%,2.35,-3.53%,2.35,-3.53%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:06:32.447Z,Buy,KAS,kaspa,0.080091988,0.078370581,0.082,0.11,0.075,0.075,-6.36%,0.075,-6.36%,0.075,-6.36%,0.075,-6.36%,0.075,-6.36%,0.075,-6.36%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:06:55.788Z,Buy,RIO,realio-network,0.254917458,0.279536258,0.28,0.3,0.24,0.245964064,-3.51%,0.24,-5.85%,0.24,-5.85%,0.24,-5.85%,0.24,-5.85%,0.24,-5.85%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:07:12.587Z,Buy,QUBIC,qubic-network,1.18303E-06,1.16508E-06,0.0000012,0.0000013,0.0000011,0.0000011,-7.02%,0.0000011,-7.02%,0.0000011,-7.02%,0.0000011,-7.02%,0.0000011,-7.02%,0.0000011,-7.02%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:07:46.920Z,Buy,INJ,injective-protocol,9.899278828,10.48170863,12,14,9.5,9.638140536,-2.64%,9.5,-4.03%,9.5,-4.03%,9.5,-4.03%,9.5,-4.03%,9.5,-4.03%,,,,,,,,,,,,,,
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:08:15.950Z,Buy,QNT,quant-network,76.94788592,79.49416641,80.5,85,75,75,-2.53%,75,-2.53%,75,-2.53%,75,-2.53%,75,-2.53%,75,-2.53%,,,,,,,,,,,,,,
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1904222142167704056,2025-03-24T17:21:52.000Z,2025-03-25T09:08:47.007Z,Buy,HASHAI,hashai,0.00029752,0.000314091,0.00035,0.0004,0.00028,0.00028,-5.89%,0.00028,-5.89%,0.00028,-5.89%,0.00028,-5.89%,0.00028,-5.89%,0.00028,-5.89%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T09:09:08.333Z,Buy,AVA,ava-ai,0.043553048,0.045674487,0.06,0.08,0.04,0.04,-8.16%,0.04,-8.16%,0.04,-8.16%,0.04,-8.16%,0.04,-8.16%,0.04,-8.16%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T09:10:08.962Z,Buy,AVA,ava-chiang-mai-night-safari-ava,0.000152992,0.000159901,0.00018,0.0002,0.00015,0.00015,-1.96%,0.00015,-1.96%,0.00015,-1.96%,0.00015,-1.96%,0.00015,-1.96%,0.00015,-1.96%,,,,,,,,,,,,,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1904150533008482457,2025-03-24T12:37:19.000Z,2025-03-25T09:10:46.877Z,Buy,XMW,morphware,0.062946863,0.063902174,0.07,0.08,0.058,0.060560358,-3.79%,0.058,-7.86%,0.058,-7.86%,0.058,-7.86%,0.058,-7.86%,0.058,-7.86%,,,,,,,,,,,,,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1904149336172253424,2025-03-24T12:32:33.000Z,2025-03-25T09:11:04.654Z,Buy,NPC,npc,1.52396E-05,1.54848E-05,0.00002323,0.00003097,0.000014,1.50673E-05,-1.13%,0.000014,-8.13%,0.000014,-8.13%,0.000014,-8.13%,0.000014,-8.13%,0.000014,-8.13%,,,,,,,,,,,,,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1904155049233711606,2025-03-24T12:55:15.000Z,2025-03-25T09:11:20.978Z,Buy,CPOOL,clearpool,0.145426747,0.161107859,0.18,0.2,0.14,0.149815789,3.02%,0.14,-3.73%,0.14,-3.73%,0.14,-3.73%,0.14,-3.73%,0.14,-3.73%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/_WOO_X/status/1904182824271224972,2025-03-24T14:45:37.000Z,2025-03-25T09:12:03.537Z,Buy,WOO,woo-network,0.089020181,0.094438258,0.103,0.112,0.085,0.085956324,-3.44%,0.085,-4.52%,0.085,-4.52%,0.085,-4.52%,0.085,-4.52%,0.085,-4.52%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904423988107051294,2025-03-25T06:43:55.000Z,2025-03-25T12:00:29.196Z,Buy,DOAI,dojo-protocol,0.00151148,0.00151148,0.0017,0.003636,0.0013,0.0013,-13.99%,0.0013,-13.99%,0.0013,-13.99%,0.0013,-13.99%,0.0013,-13.99%,0.0013,-13.99%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/CryptoWizardd/status/1904446159780745520,2025-03-25T08:12:02.000Z,2025-03-25T12:00:54.033Z,Buy,DOGE,dogecoin,0.182616252,0.182616252,0.19,0.23,0.17,0.190741071,4.45%,0.190741071,4.45%,0.190741071,4.45%,0.190741071,4.45%,0.180276885,-1.28%,0.180276885,-1.28%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1904475454834401660,2025-03-25T10:08:26.000Z,2025-03-25T12:01:08.783Z,Buy,BTC,bitcoin,87327.7297,87327.7297,89000,91000,84000,85137.62392,-2.51%,84000,-3.81%,84000,-3.81%,84000,-3.81%,84000,-3.81%,84000,-3.81%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1904475456390467625,2025-03-25T10:08:26.000Z,2025-03-25T12:01:20.831Z,Buy,BTC,bitcoin,87327.7297,87327.7297,88635,90000,86400,86400,-1.06%,86400,-1.06%,86400,-1.06%,86400,-1.06%,86400,-1.06%,86400,-1.06%,,,,,,,,,,,,,,
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1904222142167704056,2025-03-24T17:21:52.000Z,2025-03-25T12:01:44.722Z,Buy,HASHAI,hashai,0.00029752,0.000314091,0.000471,0.000628,0.00028,0.00028,-5.89%,0.00028,-5.89%,0.00028,-5.89%,0.00028,-5.89%,0.00028,-5.89%,0.00028,-5.89%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1904451505635143805,2025-03-25T08:33:16.000Z,2025-03-25T12:02:09.221Z,Buy,ALCH,alchemist-ai,0.092999981,0.092999981,0.125,0.145,0.08,0.082722623,-11.05%,0.08,-13.98%,0.08,-13.98%,0.08,-13.98%,0.08,-13.98%,0.08,-13.98%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T12:03:00.000Z,Buy,AVA,ava-ai,0.043553048,0.045674487,0.048,0.05,0.041,0.041,-5.86%,0.041,-5.86%,0.041,-5.86%,0.041,-5.86%,0.041,-5.86%,0.041,-5.86%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T12:03:27.437Z,Buy,AVA,concierge-io,0.617232288,0.640593837,0.68,0.72,0.6,0.6,-2.79%,0.6,-2.79%,0.6,-2.79%,0.6,-2.79%,0.6,-2.79%,0.6,-2.79%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T12:04:10.613Z,Buy,AVA,ava-foundation-bridged-ava-bsc,0.617077265,0.637765624,0.7,0.76,0.57,0.57859032,-6.24%,0.57,-7.63%,0.57,-7.63%,0.57,-7.63%,0.57,-7.63%,0.57,-7.63%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T12:04:21.640Z,Buy,AVA,ava-chiang-mai-night-safari-ava,0.000152992,0.000159901,0.000175,0.000185,0.00014,0.00014,-8.49%,0.00014,-8.49%,0.00014,-8.49%,0.00014,-8.49%,0.00014,-8.49%,0.00014,-8.49%,,,,,,,,,,,,,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1904237695787770073,2025-03-24T18:23:40.000Z,2025-03-25T12:04:47.876Z,Buy,MLC,my-lovely-coin,0.292922124,0.283110443,0.3,0.35,0.25,0.2535268,-13.45%,0.257494415,-12.09%,0.257494415,-12.09%,0.257494415,-12.09%,0.257494415,-12.09%,0.257494415,-12.09%,,,,,,,,,,,,,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1904150533008482457,2025-03-24T12:37:19.000Z,2025-03-25T12:05:09.102Z,Buy,XMW,morphware,0.062946863,0.063902174,0.2,0.25,0.05,0.060560358,-3.79%,0.054785425,-12.97%,0.054785425,-12.97%,0.054785425,-12.97%,0.054785425,-12.97%,0.054785425,-12.97%,,,,,,,,,,,,,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1904149336172253424,2025-03-24T12:32:33.000Z,2025-03-25T12:05:26.442Z,Buy,NPC,npc,1.52396E-05,1.54848E-05,0.00002323,0.00003097,0.0000145,1.50673E-05,-1.13%,0.0000145,-4.85%,0.0000145,-4.85%,0.0000145,-4.85%,0.0000145,-4.85%,0.0000145,-4.85%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/_WOO_X/status/1904182824271224972,2025-03-24T14:45:37.000Z,2025-03-25T12:06:32.622Z,Buy,WOO,woo-network,0.089020181,0.094438258,0.12,0.15,0.085,0.085956324,-3.44%,0.085,-4.52%,0.085,-4.52%,0.085,-4.52%,0.085,-4.52%,0.085,-4.52%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904647697153614306,2025-03-25T21:32:52.000Z,2025-03-26T12:00:32.547Z,Buy,ZIG,zignaly,0.088763425,0.090765234,0.1,0.12,0.08,0.085127131,-4.10%,0.081829477,-7.81%,0.081829477,-7.81%,0.081829477,-7.81%,0.081829477,-7.81%,0.081829477,-7.81%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904593729929040375,2025-03-25T17:58:25.000Z,2025-03-26T12:00:56.873Z,Buy,POPCAT,popcat,0.233980013,0.245410644,0.38,0.49,0.22,0.228201169,-2.47%,0.22,-5.97%,0.22,-5.97%,0.22,-5.97%,0.22,-5.97%,0.22,-5.97%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904573489312592012,2025-03-25T16:37:59.000Z,2025-03-26T12:01:13.491Z,Buy,LNQ,linqai,0.040828043,0.040686063,0.045,0.05,0.035,0.035,-14.27%,0.035,-14.27%,0.035,-14.27%,0.035,-14.27%,0.035,-14.27%,0.035,-14.27%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1904827697186169334,2025-03-26T09:28:07.000Z,2025-03-26T12:01:41.630Z,Buy,RAD,radicle,0.835683809,0.835683809,0.92,1,0.78,0.80609882,-3.54%,0.790698121,-5.38%,0.790698121,-5.38%,0.790698121,-5.38%,0.790698121,-5.38%,0.790698121,-5.38%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1904785965606179114,2025-03-26T06:42:18.000Z,2025-03-26T12:01:58.025Z,Buy,VANRY,vanar-chain,0.033196971,0.033196971,0.0359,0.04,0.029,0.033117317,-0.24%,0.030628625,-7.74%,0.030628625,-7.74%,0.030628625,-7.74%,0.030628625,-7.74%,0.030628625,-7.74%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/CryptoWizardd/status/1904822407346455025,2025-03-26T09:07:06.000Z,2025-03-26T12:02:18.874Z,Buy,BTC,bitcoin,87520.58392,87520.58392,90000,94000,85000,85137.62392,-2.72%,85000,-2.88%,85000,-2.88%,85000,-2.88%,85000,-2.88%,85000,-2.88%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/CryptoWizardd/status/1904821425615102208,2025-03-26T09:03:12.000Z,2025-03-26T12:02:48.395Z,Buy,NPC,npc,1.6408E-05,1.6408E-05,0.00002461,0.00003282,0.00001477,1.50673E-05,-8.17%,0.00001477,-9.98%,0.00001477,-9.98%,0.00001477,-9.98%,0.00001477,-9.98%,0.00001477,-9.98%,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1904703470651007152,2025-03-26T01:14:29.000Z,2025-03-26T12:03:13.315Z,Hold,BTC,bitcoin,87520.58392,87520.58392,90000,92000,85000,85137.62392,-2.72%,85000,-2.88%,85000,-2.88%,85000,-2.88%,85000,-2.88%,85000,-2.88%,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1904628449391542628,2025-03-25T20:16:23.000Z,2025-03-26T12:03:29.045Z,Hold,HYPE,hyperliquid,16.63171632,16.04909752,18.35,22.04,15.75,15.75,-5.30%,15.75,-5.30%,15.75,-5.30%,15.75,-5.30%,15.75,-5.30%,15.75,-5.30%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1904828925689421930,2025-03-26T09:33:00.000Z,2025-03-26T12:03:45.964Z,Buy,BTC,bitcoin,87520.58392,87520.58392,90000,100000,86400,86400,-1.28%,86400,-1.28%,86400,-1.28%,86400,-1.28%,86400,-1.28%,86400,-1.28%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904831746048242013,2025-03-26T09:44:12.000Z,2025-03-26T12:04:10.411Z,Buy,ASTRA,astraai,0.625055826,0.625055826,0.75,1,0.5,0.765589331,22.48%,0.810942644,29.74%,0.810942644,29.74%,0.810942644,29.74%,0.776624675,24.25%,0.776624675,24.25%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904574829191119345,2025-03-25T16:43:19.000Z,2025-03-26T12:04:25.848Z,Buy,ZIG,zignaly,0.088763425,0.090765234,0.095,0.1,0.085,0.085127131,-4.10%,0.085,-4.24%,0.085,-4.24%,0.085,-4.24%,0.085,-4.24%,0.085,-4.24%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904544484521558286,2025-03-25T14:42:44.000Z,2025-03-26T12:04:39.277Z,Hold,ALGO,algorand,0.203316544,0.211381747,0.25,0.3,0.19,0.20205833,-0.62%,0.19180128,-5.66%,0.19180128,-5.66%,0.19180128,-5.66%,0.19180128,-5.66%,0.19180128,-5.66%,,,,,,,,,,,,,,
cryptoo_doctor,https://x.com/CryptoWizardd/status/1904822407346455025,2025-03-26T09:07:06.000Z,2025-03-26T12:04:55.972Z,Hold,BTC,bitcoin,87520.58392,87520.58392,89505,96305,82065,85137.62392,-2.72%,83974.78065,-4.05%,83974.78065,-4.05%,83974.78065,-4.05%,83974.78065,-4.05%,83974.78065,-4.05%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1904564283490590813,2025-03-25T16:01:24.000Z,2025-03-26T12:05:29.190Z,Buy,ETH,ethereum,2077.739326,2068.598435,2200,2300,1950,1950,-6.15%,1950,-6.15%,1950,-6.15%,1950,-6.15%,1950,-6.15%,1950,-6.15%,,,,,,,,,,,,,,
cryptostasher,https://x.com/cryptostasher/status/1904969107273097343,2025-03-26T18:50:02.000Z,2025-03-27T06:00:19.030Z,Buy,ZIG,zignaly,0.090765234,0.089654299,0.095,0.1,0.085,0.085127131,-6.21%,0.085,-6.35%,0.085,-6.35%,0.085,-6.35%,0.085,-6.35%,0.085,-6.35%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904904667613503929,2025-03-26T14:33:58.000Z,2025-03-27T06:00:36.187Z,Buy,ZIG,zignaly,0.090765234,0.089654299,0.095,0.102,0.085,0.085127131,-6.21%,0.085,-6.35%,0.085,-6.35%,0.085,-6.35%,0.085,-6.35%,0.085,-6.35%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904887277865898149,2025-03-26T13:24:52.000Z,2025-03-27T06:00:47.376Z,Buy,LNQ,linqai,0.040686063,0.039693421,0.046,0.054,0.035,0.035,-13.98%,0.035,-13.98%,0.035,-13.98%,0.035,-13.98%,0.035,-13.98%,0.035,-13.98%,,,,,,,,,,,,,,
KAPOTHEGOAT01,https://x.com/KAPOTHEGOAT01/status/1904971364491993467,2025-03-26T18:59:00.000Z,2025-03-27T06:01:07.572Z,Buy,SLF,self-chain,0.240327549,0.231813398,0.25,0.3,0.2,0.223468635,-7.01%,0.223516581,-7.00%,0.223516581,-7.00%,0.223516581,-7.00%,0.223516581,-7.00%,0.223516581,-7.00%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1904998629359923547,2025-03-26T20:47:21.000Z,2025-03-27T06:01:26.970Z,Buy,REQ,request-network,0.113833126,0.118055383,0.125,0.13,0.11,0.118651341,4.23%,0.126780753,11.37%,0.126780753,11.37%,0.126780753,11.37%,0.126780753,11.37%,0.126780753,11.37%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1904970645328519593,2025-03-26T18:56:09.000Z,2025-03-27T06:01:55.927Z,Buy,FAI,figure-ai,3.7037E-05,3.52155E-05,0.000042258,0.00004577,0.00003,3.29336E-05,-11.08%,3.57937E-05,-3.36%,3.57937E-05,-3.36%,3.57937E-05,-3.36%,3.57937E-05,-3.36%,3.57937E-05,-3.36%,,,,,,,,,,,,,,
CryptoDona7,https://x.com/CryptoDona7/status/1904887638915416452,2025-03-26T13:26:18.000Z,2025-03-27T06:02:29.261Z,Hold,INJ,injective-protocol,10.67479805,10.55347259,14,17,9.5,9.638140536,-9.71%,9.5,-11.01%,9.5,-11.01%,9.5,-11.01%,9.5,-11.01%,9.5,-11.01%,,,,,,,,,,,,,,
CryptoDona7,https://x.com/CryptoDona7/status/1904886823744139654,2025-03-26T13:23:04.000Z,2025-03-27T06:02:50.566Z,Buy,TAO,bittensor,270.169951,261.3042851,320,345,250,252.2032265,-6.65%,250,-7.47%,250,-7.47%,250,-7.47%,250,-7.47%,250,-7.47%,,,,,,,,,,,,,,
fatpigsignals,https://x.com/fatpigsignals/status/1904884255362015250,2025-03-26T13:12:52.000Z,2025-03-27T06:04:06.824Z,Buy,ETHDYDX,dydx,0.737422815,0.739783889,0.7597,0.7624,0.72,0.72,-2.36%,0.72,-2.36%,0.72,-2.36%,0.72,-2.36%,0.72,-2.36%,0.72,-2.36%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/CryptoWizardd/status/1905110267647717487,2025-03-27T04:10:57.000Z,2025-03-27T06:04:44.261Z,Buy,VANRY,vanar-chain,0.033360476,0.033360476,0.0366,0.0455,0.0302,0.033117317,-0.73%,0.030628625,-8.19%,0.030628625,-8.19%,0.030628625,-8.19%,0.030628625,-8.19%,0.030628625,-8.19%,,,,,,,,,,,,,,
